2026-03-23 13:04:13,950 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0065.wav/bass.wav
2026-03-23 13:04:16,899 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0585.wav/vocals.wav
2026-03-23 13:04:16,899 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0586.wav/bass.wav
2026-03-23 13:04:16,900 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0586.wav/drums.wav
2026-03-23 13:04:16,901 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0586.wav/other.wav
2026-03-23 13:04:16,901 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0586.wav/vocals.wav
2026-03-23 13:04:16,902 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0587.wav/bass.wav
2026-03-23 13:04:16,903 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0587.wav/drums.wav
2026-03-23 13:04:16,903 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0587.wav/other.wav
2026-03-23 13:04:16,904 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0587.wav/vocals.wav
2026-03-23 13:04:16,904 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0588.wav/bass.wav
2026-03-23 13:04:16,905 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0588.wav/drums.wav
2026-03-23 13:04:16,905 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0588.wav/other.wav
2026-03-23 13:04:16,906 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0588.wav/vocals.wav
2026-03-23 13:04:16,907 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0589.wav/bass.wav
2026-03-23 13:04:16,907 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0589.wav/drums.wav
2026-03-23 13:04:16,908 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0589.wav/other.wav
2026-03-23 13:04:16,909 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0589.wav/vocals.wav
2026-03-23 13:04:16,909 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0590.wav/bass.wav
2026-03-23 13:04:16,910 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0590.wav/drums.wav
2026-03-23 13:04:16,910 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0590.wav/other.wav
2026-03-23 13:04:16,911 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0590.wav/vocals.wav
2026-03-23 13:04:16,912 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0591.wav/bass.wav
2026-03-23 13:04:16,912 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0591.wav/drums.wav
2026-03-23 13:04:16,913 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0591.wav/other.wav
2026-03-23 13:04:16,913 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0591.wav/vocals.wav
2026-03-23 13:04:16,914 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0592.wav/bass.wav
2026-03-23 13:04:16,915 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0592.wav/drums.wav
2026-03-23 13:04:16,915 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0592.wav/other.wav
2026-03-23 13:04:16,916 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0592.wav/vocals.wav
2026-03-23 13:04:16,916 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0593.wav/bass.wav
2026-03-23 13:04:16,917 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0593.wav/drums.wav
2026-03-23 13:04:16,917 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0593.wav/other.wav
2026-03-23 13:04:16,918 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0593.wav/vocals.wav
2026-03-23 13:04:16,919 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0594.wav/bass.wav
2026-03-23 13:04:16,919 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0594.wav/drums.wav
2026-03-23 13:04:16,920 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0594.wav/other.wav
2026-03-23 13:04:16,920 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0594.wav/vocals.wav
2026-03-23 13:04:16,921 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0595.wav/bass.wav
2026-03-23 13:04:16,921 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0595.wav/drums.wav
2026-03-23 13:04:16,922 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0595.wav/other.wav
2026-03-23 13:04:16,922 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0595.wav/vocals.wav
2026-03-23 13:04:16,923 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0596.wav/bass.wav
2026-03-23 13:04:16,924 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0596.wav/drums.wav
2026-03-23 13:04:16,924 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0596.wav/other.wav
2026-03-23 13:04:16,925 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0596.wav/vocals.wav
2026-03-23 13:04:16,925 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0597.wav/bass.wav
2026-03-23 13:04:16,926 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0597.wav/drums.wav
2026-03-23 13:04:16,926 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0597.wav/other.wav
2026-03-23 13:04:16,927 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0597.wav/vocals.wav
2026-03-23 13:04:16,928 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0598.wav/bass.wav
2026-03-23 13:04:16,928 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0598.wav/drums.wav
2026-03-23 13:04:16,929 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0598.wav/other.wav
2026-03-23 13:04:16,929 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0598.wav/vocals.wav
2026-03-23 13:04:16,930 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0599.wav/bass.wav
2026-03-23 13:04:16,930 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0599.wav/drums.wav
2026-03-23 13:04:16,931 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0599.wav/other.wav
2026-03-23 13:04:16,931 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0599.wav/vocals.wav
2026-03-23 13:04:16,932 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0600.wav/bass.wav
2026-03-23 13:04:16,933 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0600.wav/drums.wav
2026-03-23 13:04:16,933 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0600.wav/other.wav
2026-03-23 13:04:16,934 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0600.wav/vocals.wav
2026-03-23 13:04:16,934 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0601.wav/bass.wav
2026-03-23 13:04:16,935 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0601.wav/drums.wav
2026-03-23 13:04:16,935 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0601.wav/other.wav
2026-03-23 13:04:16,936 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0601.wav/vocals.wav
2026-03-23 13:04:16,937 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0602.wav/bass.wav
2026-03-23 13:04:16,937 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0602.wav/drums.wav
2026-03-23 13:04:16,938 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0602.wav/other.wav
2026-03-23 13:04:16,938 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0602.wav/vocals.wav
2026-03-23 13:04:16,939 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0603.wav/bass.wav
2026-03-23 13:04:16,939 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0603.wav/drums.wav
2026-03-23 13:04:16,940 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0603.wav/other.wav
2026-03-23 13:04:16,940 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0603.wav/vocals.wav
2026-03-23 13:04:16,941 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0604.wav/bass.wav
2026-03-23 13:04:16,942 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0604.wav/drums.wav
2026-03-23 13:04:16,942 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0604.wav/other.wav
2026-03-23 13:04:16,943 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0604.wav/vocals.wav
2026-03-23 13:04:16,943 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0605.wav/bass.wav
2026-03-23 13:04:16,944 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0605.wav/drums.wav
2026-03-23 13:04:16,944 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0605.wav/other.wav
2026-03-23 13:04:16,945 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0605.wav/vocals.wav
2026-03-23 13:04:16,946 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0606.wav/bass.wav
2026-03-23 13:04:16,947 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0606.wav/drums.wav
2026-03-23 13:04:16,947 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0606.wav/other.wav
2026-03-23 13:04:16,948 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0606.wav/vocals.wav
2026-03-23 13:04:16,949 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0607.wav/bass.wav
2026-03-23 13:04:16,949 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0607.wav/drums.wav
2026-03-23 13:04:16,950 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0607.wav/other.wav
2026-03-23 13:04:16,950 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0607.wav/vocals.wav
2026-03-23 13:04:16,951 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0608.wav/bass.wav
2026-03-23 13:04:16,951 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0608.wav/drums.wav
2026-03-23 13:04:16,952 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0608.wav/other.wav
2026-03-23 13:04:16,953 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0608.wav/vocals.wav
2026-03-23 13:04:17,114 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0609.wav/bass.wav
2026-03-23 13:04:17,115 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0609.wav/drums.wav
2026-03-23 13:04:17,116 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0609.wav/other.wav
2026-03-23 13:04:17,117 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0609.wav/vocals.wav
2026-03-23 13:04:17,117 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0610.wav/bass.wav
2026-03-23 13:04:17,118 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0610.wav/drums.wav
2026-03-23 13:04:17,118 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0610.wav/other.wav
2026-03-23 13:04:17,119 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0610.wav/vocals.wav
2026-03-23 13:04:17,119 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0611.wav/bass.wav
2026-03-23 13:04:17,120 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0611.wav/drums.wav
2026-03-23 13:04:17,120 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0611.wav/other.wav
2026-03-23 13:04:17,120 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0611.wav/vocals.wav
2026-03-23 13:04:17,121 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0612.wav/bass.wav
2026-03-23 13:04:17,121 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0612.wav/drums.wav
2026-03-23 13:04:17,122 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0612.wav/other.wav
2026-03-23 13:04:17,122 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0612.wav/vocals.wav
2026-03-23 13:04:17,123 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0613.wav/bass.wav
2026-03-23 13:04:17,123 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0613.wav/drums.wav
2026-03-23 13:04:17,124 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0613.wav/other.wav
2026-03-23 13:04:17,124 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0613.wav/vocals.wav
2026-03-23 13:04:17,125 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0614.wav/bass.wav
2026-03-23 13:04:17,125 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0614.wav/drums.wav
2026-03-23 13:04:17,126 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0614.wav/other.wav
2026-03-23 13:04:17,126 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0614.wav/vocals.wav
2026-03-23 13:04:17,127 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0615.wav/bass.wav
2026-03-23 13:04:17,127 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0615.wav/drums.wav
2026-03-23 13:04:17,129 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0615.wav/other.wav
2026-03-23 13:04:17,129 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0615.wav/vocals.wav
2026-03-23 13:04:17,130 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0616.wav/bass.wav
2026-03-23 13:04:17,130 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0616.wav/drums.wav
2026-03-23 13:04:17,131 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0616.wav/other.wav
2026-03-23 13:04:17,131 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0616.wav/vocals.wav
2026-03-23 13:04:17,132 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0617.wav/bass.wav
2026-03-23 13:04:17,133 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0617.wav/drums.wav
2026-03-23 13:04:17,133 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0617.wav/other.wav
2026-03-23 13:04:17,134 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0617.wav/vocals.wav
2026-03-23 13:04:17,135 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0618.wav/bass.wav
2026-03-23 13:04:17,135 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0618.wav/drums.wav
2026-03-23 13:04:17,136 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0618.wav/other.wav
2026-03-23 13:04:17,136 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0618.wav/vocals.wav
2026-03-23 13:04:17,137 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0619.wav/bass.wav
2026-03-23 13:04:17,138 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0619.wav/drums.wav
2026-03-23 13:04:17,138 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0619.wav/other.wav
2026-03-23 13:04:17,139 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0619.wav/vocals.wav
2026-03-23 13:04:17,140 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0620.wav/bass.wav
2026-03-23 13:04:17,140 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0620.wav/drums.wav
2026-03-23 13:04:17,141 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0620.wav/other.wav
2026-03-23 13:04:17,141 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0620.wav/vocals.wav
2026-03-23 13:04:17,142 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0621.wav/bass.wav
2026-03-23 13:04:17,143 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0621.wav/drums.wav
2026-03-23 13:04:17,143 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0621.wav/other.wav
2026-03-23 13:04:17,144 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0621.wav/vocals.wav
2026-03-23 13:04:17,144 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0622.wav/bass.wav
2026-03-23 13:04:17,145 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0622.wav/drums.wav
2026-03-23 13:04:17,145 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0622.wav/other.wav
2026-03-23 13:04:17,146 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0622.wav/vocals.wav
2026-03-23 13:04:17,147 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0623.wav/bass.wav
2026-03-23 13:04:17,147 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0623.wav/drums.wav
2026-03-23 13:04:17,147 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0623.wav/other.wav
2026-03-23 13:04:17,148 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0623.wav/vocals.wav
2026-03-23 13:04:17,149 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0624.wav/bass.wav
2026-03-23 13:04:17,149 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0624.wav/drums.wav
2026-03-23 13:04:17,150 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0624.wav/other.wav
2026-03-23 13:04:17,150 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0624.wav/vocals.wav
2026-03-23 13:04:17,151 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0625.wav/bass.wav
2026-03-23 13:04:17,151 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0625.wav/drums.wav
2026-03-23 13:04:17,152 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0625.wav/other.wav
2026-03-23 13:04:17,152 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0625.wav/vocals.wav
2026-03-23 13:04:17,153 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0626.wav/bass.wav
2026-03-23 13:04:17,153 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0626.wav/drums.wav
2026-03-23 13:04:17,154 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0626.wav/other.wav
2026-03-23 13:04:17,154 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0626.wav/vocals.wav
2026-03-23 13:04:17,155 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0627.wav/bass.wav
2026-03-23 13:04:17,156 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0627.wav/drums.wav
2026-03-23 13:04:17,156 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0627.wav/other.wav
2026-03-23 13:04:17,157 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0627.wav/vocals.wav
2026-03-23 13:04:17,157 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0628.wav/bass.wav
2026-03-23 13:04:17,158 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0628.wav/drums.wav
2026-03-23 13:04:17,158 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0628.wav/other.wav
2026-03-23 13:04:17,159 | WARNING | __main__ | Missing: /home/saber/IITM/DL-GenAI-Project/data/raw/messy_mashup/mashups/song0628.wav/vocals.wav
